id,employer_industry_id,employer_logo_url,name
76681,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/76681/original/hs-emp-logo-data.?1626285970,Pediatric Developmental Therapy
674030,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/674030/original/hs-emp-logo-data.?1628182305,Alteas Health
98790,"Journalism, Media & Publishing",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/98790/original/hs-emp-logo-data.?1612558274,Lifeway Christian Resources
167027,Higher Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/167027/original/hs-emp-logo-data.?1517865937,MU Office of Advancement
143735,Food & Beverage,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/143735/original/hs-emp-logo-data.?1626813537,Cricket Creek Farm
187244,Higher Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/187244/original/hs-emp-logo-data.?1502318790,Mount St. Joseph University
168116,Biotech & Life Sciences,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/168116/original/hs-emp-logo-data.?1561757756,"Partek, Inc."
56357,K-12 Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/56357/original/hs-emp-logo-data.?1599595836,Memphis Teacher Residency
530668,Manufacturing,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/530668/original/hs-emp-logo-data.?1592260440,Cornerstone Building Brands
604644,Veterinary,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/604644/original/hs-emp-logo-data.?1613144965,Middlebury Animal Clinic
44308,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/44308/original/hs-emp-logo-data.?1617038781,Quantum Resource Professionals
147874,Politics,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/147874/original/hs-emp-logo-data.?1521822802,Unite America
129794,Manufacturing,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/129794/original/hs-emp-logo-data.?1568924809,Polaris Inc.
383789,Hotels & Accommodation,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/383789/original/hs-emp-logo-data.?1552507139,"Hotel Retlaw, Trademark Collection by Wyndham"
138376,Manufacturing,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/138376/original/hs-emp-logo-data.?1490123664,Leotek Electronics USA LLC
24076,Pharmaceuticals,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/24076/original/hs-emp-logo-data.?1463515003,Manpower
676036,Insurance,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/676036/original/hs-emp-logo-data.?1628621367,RINO Insurance Group
194988,Higher Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/194988/original/hs-emp-logo-data.?1629475430,California School of Professional Psychology
157715,Telecommunications,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/157715/original/hs-emp-logo-data.?1568143543,Metronet
198749,Social Assistance,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/198749/original/hs-emp-logo-data.?1504641947,Eliada Homes
150936,K-12 Education,https://handshake-production-cdn.joinhandshake.com/static_assets/default_institution_1.png,Blue Ridge CUSD 18
142423,Other Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/142423/original/hs-emp-logo-data.?1491422255,Turning Pointe Autism Foundation
79120,Research,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/79120/original/hs-emp-logo-data.?1566591144,Sanford Burnham Prebys Medical Discovery Institute
262095,Management Consulting,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/262095/original/hs-emp-logo-data.?1598888736,"IOS Partners, Inc,"
314427,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/314427/original/hs-emp-logo-data.?1623164832,Sault Ste. Marie Tribe of Chippewa Indians-Health Division
214300,Non-Profit - Other,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/214300/original/hs-emp-logo-data.?1628255006,Simply Smiles Inc.
271500,"Government - Local, State & Federal",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/271500/original/hs-emp-logo-data.?1523455411,Davidson County Sheriff's Office
18851,Automotive,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/18851/original/hs-emp-logo-data.?1501829736,"Gotion, Inc."
267544,NGO,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/267544/original/hs-emp-logo-data.?1522428032,Washington Lawyers' Committee for Civil Rights and Urban Affairs
656441,Retail Stores,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/656441/original/hs-emp-logo-data.?1623959277,Fresh International Market
140245,Transportation & Logistics,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/140245/original/hs-emp-logo-data.?1580488067,Dallas Area Rapid Transit (DART)
617279,K-12 Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/617279/original/hs-emp-logo-data.?1616010366,Warren CUSD 205
676700,Legal & Law Enforcement,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/676700/original/hs-emp-logo-data.?1628706650,"Woodard, Emhardt, Henry, Reeves & Wagner, LLP"
13967,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/13967/original/hs-emp-logo-data.?1568131032,Mercy
273487,Non-Profit - Other,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/273487/original/hs-emp-logo-data.?1589301772,"Catholic Charities, Diocese of Joliet"
629963,Wholesale Trade,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/629963/original/hs-emp-logo-data.?1618429898,GTH fulfillment
159448,Other Industries,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/159448/original/hs-emp-logo-data.?1496345567,Diamond Assets LLC
404929,Insurance,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/404929/original/hs-emp-logo-data.?1551976834,American Freedom Insurance Company
20504,Hotels & Accommodation,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/20504/original/hs-emp-logo-data.?1463575962,Omni Hotels & Resorts
679754,Legal & Law Enforcement,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/679754/original/hs-emp-logo-data.?1629303515,Sangamon County Sheriff's Office
